name,quantity,calories,carbohydrate,fat,protein,link
Maqluba,2 cups,卡路里: 439,碳水化合: 66.2克,脂肪: 10.3克,蛋白質: 24.9克,Maqluba
Bob chorba,"Bob Chorba, 384 g",卡路里: 328,碳水化合: 42克,脂肪: 12克,蛋白質: 15克,Bob%20chorba
Rum baba,"Baba, 100 g",卡路里: 103,碳水化合: 25克,脂肪: 1克,蛋白質: 0.8克,Rum%20baba
Veda bread,"Sunblest, 1 Slice",卡路里: 104,碳水化合: 20.8克,脂肪: 1克,蛋白質: 3.8克,Veda%20bread
Fried shrimp,"Fried Breaded Shrimp, 10 small fried",卡路里: 147,碳水化合: 7.1克,脂肪: 7.4克,蛋白質: 12.4克,Fried%20shrimp
Pastilla,"Privilegio, 1 pastilla",卡路里: 38,碳水化合: 4.6克,脂肪: 2克,蛋白質: 0.4克,Pastilla
Strawberry delight,"Angel delight, 1 portion",卡路里: 108,碳水化合: 14.2克,脂肪: 4.4克,蛋白質: 3克,Strawberry%20delight
Cheese dream,"Johns Cheese Dream, 1 dream",卡路里: 481,碳水化合: 54克,脂肪: 20.8克,蛋白質: 19.7克,Cheese%20dream
Frejon,"Generic Frejon, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Frejon
Gyeran-jjim,1 taza,卡路里: 125,碳水化合: 3.8克,脂肪: 7.2克,蛋白質: 9.9克,Gyeran-jjim
Revithia,"Revithia, 100 gr",卡路里: 340,碳水化合: 62克,脂肪: 6克,蛋白質: 20克,Revithia
Nasi bogana,"Generic Nasi Bogana, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Nasi%20bogana
Torta de gazpacho,"torta, 100 gramo",卡路里: 351,碳水化合: 77克,脂肪: 2.4克,蛋白質: 9.8克,Torta%20de%20gazpacho
Double Down,"Kfc, 1 sandwich",卡路里: 481,碳水化合: 4克,脂肪: 25克,蛋白質: 60克,Double%20Down
Seri Muka,1 cup,卡路里: 458,碳水化合: 57.1克,脂肪: 22.6克,蛋白質: 8.8克,Seri%20Muka
Obi non,"Obi, 100 ml",卡路里: 30,碳水化合: 7克,脂肪: 0克,蛋白質: 0克,Obi%20non
Garganelli,"garganelli, 100 g",卡路里: 280,碳水化合: 62克,脂肪: 1克,蛋白質: 5.2克,Garganelli
Kig ha farz,225.87 gramm,卡路里: 447,碳水化合: 63.9克,脂肪: 20克,蛋白質: 15.2克,Kig%20ha%20farz
Mississippi mud pie,"Tesco, 100 gram",卡路里: 260,碳水化合: 27克,脂肪: 14.9克,蛋白質: 4.6克,Mississippi%20mud%20pie
Eve's pudding,1 g,卡路里: 3,碳水化合: 0.3克,脂肪: 0.1克,蛋白質: 0克,Eve's%20pudding
Amala,"Naija Foods, 250 gms",卡路里: 312,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Amala
Okinawa soba,"Okinawa, 120 g",卡路里: 176,碳水化合: 35.4克,脂肪: 1克,蛋白質: 6.2克,Okinawa%20soba
Lamian,"Lamian, 1 ba",卡路里: 340,碳水化合: 70克,脂肪: 1克,蛋白質: 12克,Lamian
Soki,"Pina, 100 g",卡路里: 391,碳水化合: 60克,脂肪: 15克,蛋白質: 5克,Soki
Chicken Maryland,"chicken maryland, 100 g",卡路里: 265,碳水化合: 25克,脂肪: 5克,蛋白質: 30克,Chicken%20Maryland
Mlinci,"mlinci, 100 gram",卡路里: 367,碳水化合: 79克,脂肪: 0.9克,蛋白質: 10.4克,Mlinci
Smyrna meatballs,"Generic Smyrna Meatballs, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Smyrna%20meatballs
Tavern sandwich,"Plymouth Tavern, 1 sandwich",卡路里: 464,碳水化合: 29.6克,脂肪: 25.1克,蛋白質: 21.4克,Tavern%20sandwich
Yangzhou fried rice,"Restaurant Associates, 1 plate",卡路里: 70,碳水化合: 8.8克,脂肪: 3克,蛋白質: 3.7克,Yangzhou%20fried%20rice
Qutab,"qutab xemiri, 100 gram",卡路里: 203,碳水化合: 40克,脂肪: 1.1克,蛋白質: 8克,Qutab
Dum Aloo,"Homemade, 1 Serving",卡路里: 164,碳水化合: 34.4克,脂肪: 4.8克,蛋白質: 5.2克,Dum%20Aloo
Queijo do Pico,"Queijo Do Pico, 30 g",卡路里: 120,碳水化合: 1克,脂肪: 10克,蛋白質: 7克,Queijo%20do%20Pico
Cocada,"Cocada Casera, 100 g",卡路里: 509,碳水化合: 65.5克,脂肪: 25克,蛋白質: 6克,Cocada
Calf's liver and bacon,"Whf, 4 oz (cooked)",卡路里: 187,碳水化合: 3.1克,脂肪: 7.8克,蛋白質: 24.5克,Calf's%20liver%20and%20bacon
Moules-frites,395.86 gramme,卡路里: 1075,碳水化合: 72.1克,脂肪: 70.5克,蛋白質: 33.3克,Moules-frites
Anarsa,"Homemade, 1 ball",卡路里: 304,碳水化合: 24.9克,脂肪: 22.7克,蛋白質: 0.5克,Anarsa
Tlayuda,155.52 gramm,卡路里: 376,碳水化合: 43.3克,脂肪: 20.3克,蛋白質: 14.8克,Tlayuda
?akotis,"Danut?s ?akotis, 100 g",卡路里: 537,碳水化合: 49克,脂肪: 29克,蛋白質: 9克,?akotis
Jollof rice,"White rice, 250 g",卡路里: 240,碳水化合: 54.5克,脂肪: 5克,蛋白質: 6克,Jollof%20rice
Moin moin,174.15 gramm,卡路里: 279,碳水化合: 20.4克,脂肪: 17.9克,蛋白質: 14.1克,Moin%20moin
Jam roly-poly,"Tesco, 1 Quarter",卡路里: 405,碳水化合: 65.9克,脂肪: 14.3克,蛋白質: 3.2克,Jam%20roly-poly
Hochzeitssuppe,"hochzeitssuppe, 100 g",卡路里: 225,碳水化合: 26克,脂肪: 10克,蛋白質: 7.3克,Hochzeitssuppe
Mucenici,"mucenici, 100 gram",卡路里: 64,碳水化合: 11.8克,脂肪: 1.4克,蛋白質: 0.9克,Mucenici
Ema datshi,"Kon Family, 1 cup (235g)",卡路里: 178,碳水化合: 17克,脂肪: 7.5克,蛋白質: 12克,Ema%20datshi
Ngo hiang,"WK, 360 g",卡路里: 972,碳水化合: 73.8克,脂肪: 55.1克,蛋白質: 53.3克,Ngo%20hiang
Jello salad,"Jello, 1 cup",卡路里: 125,碳水化合: 30克,脂肪: 0克,蛋白質: 1克,Jello%20salad
Claypot chicken rice,1 Serving,卡路里: 439,碳水化合: 48.9克,脂肪: 16.7克,蛋白質: 21.6克,Claypot%20chicken%20rice
Maeun-tang,"Tang, 1 cup",卡路里: 90,碳水化合: 22克,脂肪: 0克,蛋白質: 0克,Maeun-tang
Cifantuan,"Generic Cifantuan, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Cifantuan
Rhubarb pie,1 piece,卡路里: 424,碳水化合: 71克,脂肪: 14.4克,蛋白質: 4.2克,Rhubarb%20pie
Olla podrida,497 gramm,卡路里: 479,碳水化合: 40.3克,脂肪: 23.9克,蛋白質: 28.7克,Olla%20podrida
Har gow,"Hk, 1 piece",卡路里: 50,碳水化合: 5.4克,脂肪: 2克,蛋白質: 2克,Har%20gow
Sayur lodeh,"Generic, 1 cup",卡路里: 194,碳水化合: 54.1克,脂肪: 17.8克,蛋白質: 13.8克,Sayur%20lodeh
Memela,"Homemade, 1 pz",卡路里: 150,碳水化合: 23克,脂肪: 2克,蛋白質: 2.5克,Memela
Wenchang chicken,"Wenchang Chunguang, 3 pieces",卡路里: 70,碳水化合: 14克,脂肪: 6克,蛋白質: 0克,Wenchang%20chicken
Galinhada,"Caseira, 1 x?cara",卡路里: 378,碳水化合: 31.9克,脂肪: 9克,蛋白質: 37克,Galinhada
Lecs?,"Csicsi Lecs?, 100 g",卡路里: 100,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Lecs?
Gypsy tart,1 piece,卡路里: 383,碳水化合: 59.9克,脂肪: 13.5克,蛋白質: 7克,Gypsy%20tart
Bougatsa,"Bougatsa, 100 g",卡路里: 284,碳水化合: 36克,脂肪: 13克,蛋白質: 6.5克,Bougatsa
Germkn?del,"Knapp, 170 g",卡路里: 455,碳水化合: 8383克,脂肪: 852克,蛋白質: 1029克,Germkn?del
Haystack,"Homemade, 1 plate",卡路里: 721,碳水化合: 69克,脂肪: 40.8克,蛋白質: 25克,Haystack
Yule log,"Yule Log, 71 g",卡路里: 222,碳水化合: 24克,脂肪: 14克,蛋白質: 2克,Yule%20log
Butter cookie,"Leibnitz, 1 cookie",卡路里: 22,碳水化合: 3.8克,脂肪: 0.6克,蛋白質: 0.3克,Butter%20cookie
Chicken ? la King,1 tasse,卡路里: 325,碳水化合: 29克,脂肪: 15.4克,蛋白質: 17.2克,Chicken%20?%20la%20King
M?choui,"Jambon  m?choui, 1 tranche",卡路里: 136,碳水化合: 0.1克,脂肪: 6.5克,蛋白質: 18克,M?choui
Croquette,"Croquette, 100 gr",卡路里: 166,碳水化合: 24克,脂肪: 6克,蛋白質: 2.7克,Croquette
Shami kebab,"Handmade?shami?kebab, 1 piece",卡路里: 183,碳水化合: 22克,脂肪: 5.3克,蛋白質: 17.4克,Shami%20kebab
Chicken and waffles,"Ihop, 1 order",卡路里: 1110,碳水化合: 97克,脂肪: 65克,蛋白質: 36克,Chicken%20and%20waffles
Poke,"Big Island Poke, 1 cup",卡路里: 238,碳水化合: 10克,脂肪: 11克,蛋白質: 25克,Poke
Punsch-roll,"Bio Punsch, 700 ml",卡路里: 65,碳水化合: 14.9克,脂肪: 0.1克,蛋白質: 0.3克,Punsch-roll
Turtle soup,1 bowl (2 cups),卡路里: 335,碳水化合: 23克,脂肪: 14克,蛋白質: 26.6克,Turtle%20soup
Kansar,"Gujarati, 600 gms",卡路里: 2772,碳水化合: 499克,脂肪: 59.6克,蛋白質: 59.6克,Kansar
Glamorgan sausage,"Tesco Meatfree, 2 sausages",卡路里: 168,碳水化合: 19.5克,脂肪: 8.6克,蛋白質: 5克,Glamorgan%20sausage
Mango pudding,"MANGO?PUDDING?-, 1 meal",卡路里: 491,碳水化合: 52.3克,脂肪: 29.3克,蛋白質: 11.6克,Mango%20pudding
B?nh canh,"MK, 100 gram",卡路里: 150,碳水化合: 40克,脂肪: 0克,蛋白質: 3克,B?nh%20canh
Caparrones,235.06 gramm,卡路里: 282,碳水化合: 31.5克,脂肪: 14克,蛋白質: 15.2克,Caparrones
Zopf,"Zopf, 100 g",卡路里: 310,碳水化合: 48.7克,脂肪: 9克,蛋白質: 10.3克,Zopf
Bath bun,"Bath Bun, 1 Bun",卡路里: 200,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Bath%20bun
Chelsea bun,"Sweets, 1 small bun",卡路里: 143,碳水化合: 26.3克,脂肪: 3.2克,蛋白質: 2.2克,Chelsea%20bun
London bun,"McCues, 1 Bun",卡路里: 175,碳水化合: 35.3克,脂肪: 1.3克,蛋白質: 4.1克,London%20bun
Saffron bun,"Rowes, 1 bun",卡路里: 249,碳水化合: 31克,脂肪: 8.9克,蛋白質: 3.8克,Saffron%20bun
Chakhchoukha,"rimes, 150 gramme",卡路里: 300,碳水化合: 55.8克,脂肪: 0.4克,蛋白質: 14.2克,Chakhchoukha
Angel food cake,"Angel food cake, 1 slice",卡路里: 140,碳水化合: 32克,脂肪: 0克,蛋白質: 3克,Angel%20food%20cake
Lalab,"Generic Lalab, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Lalab
Suckling pig,"Chinese, 1 serving",卡路里: 1483,碳水化合: 8.5克,脂肪: 136克,蛋白質: 52.5克,Suckling%20pig
Barmbrack,"Aldi Halloween Barmbrack, 100 g",卡路里: 283,碳水化合: 54克,脂肪: 3.8克,蛋白質: 7克,Barmbrack
Kotlet schabowy,1 medium cutlet,卡路里: 525,碳水化合: 9.2克,脂肪: 35.2克,蛋白質: 40.8克,Kotlet%20schabowy
蛋塔,"蛋塔, 每100 g",卡路里: 295,碳水化合: 41.7克,脂肪: 12克,蛋白質: 4.5克,Pastel%20de%20nata
Shave ice,"Ululani’ss?Hawaiian?Shave?Ice, 1 oz",卡路里: 70,碳水化合: 18克,脂肪: 0克,蛋白質: 0克,Shave%20ice
Tipsy cake,"Homemade, 150 g",卡路里: 375,碳水化合: 50克,脂肪: 11克,蛋白質: 1.5克,Tipsy%20cake
Creamed eggs on toast,"Homemade, 0.25 Recipe",卡路里: 302,碳水化合: 38克,脂肪: 15克,蛋白質: 24克,Creamed%20eggs%20on%20toast
Kerak telor,"Chitato, 20 grams",卡路里: 100,碳水化合: 13克,脂肪: 5克,蛋白質: 1克,Kerak%20telor
Ogok-bap,"Generic Ogok-bap, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Ogok-bap
Mortadella,"Mortadella panini, 1 slice",卡路里: 38,碳水化合: 0克,脂肪: 3克,蛋白質: 2克,Mortadella
Nut roll,1 piece,卡路里: 256,碳水化合: 21克,脂肪: 18.2克,蛋白質: 4.6克,Nut%20roll
Fried green tomatoes,"Tomatoes, Fried Green, 4 slices",卡路里: 257,碳水化合: 15克,脂肪: 16克,蛋白質: 3.5克,Fried%20green%20tomatoes
Beondegi,"Generic Beondegi, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Beondegi
Tsoureki,"Tsoureki, 2 slices",卡路里: 322,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Tsoureki
Tiropita,"Tiropita carrefour, 1 piece",卡路里: 281,碳水化合: 28.6克,脂肪: 14.5克,蛋白質: 7.8克,Tiropita
Pljeskavica,"pljeskavica, 100 g",卡路里: 282,碳水化合: 1克,脂肪: 14.8克,蛋白質: 14.8克,Pljeskavica
Kara?or?eva ?nicla,"?nicla Pile?a Pohovana, 100 g",卡路里: 238,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Kara?or?eva%20?nicla
Kokoretsi,"kokoretsi, 100 gram",卡路里: 218,碳水化合: 0.1克,脂肪: 18.5克,蛋白質: 12.9克,Kokoretsi
Skilpadjies,"Checkers, 100 gram",卡路里: 395,碳水化合: 4.5克,脂肪: 38.5克,蛋白質: 9.8克,Skilpadjies
Corn chowder,"Kirkland, 1 cup",卡路里: 140,碳水化合: 29克,脂肪: 2克,蛋白質: 2克,Corn%20chowder
Tarhana,"Vispak, 1 plate",卡路里: 62,碳水化合: 10克,脂肪: 1克,蛋白質: 2克,Tarhana
Tufahije,"Homemade, 1 Medium Poached, Stuffed Apple",卡路里: 275,碳水化合: 44克,脂肪: 11.5克,蛋白質: 2.8克,Tufahije
Birria,"Homemade, 4 oz",卡路里: 67,碳水化合: 0.5克,脂肪: 2.4克,蛋白質: 11.3克,Birria
Veal Orloff,"Orloff, 1 oz",卡路里: 69,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Veal%20Orloff
Fattoush,120 gramm,卡路里: 145,碳水化合: 12.8克,脂肪: 10.8克,蛋白質: 2克,Fattoush
Pane carasau,"Pane Carasau, 100 g",卡路里: 421,碳水化合: 70.2克,脂肪: 9.9克,蛋白質: 0克,Pane%20carasau
Rab cake,"tymbark, 100 ml",卡路里: 20,碳水化合: 4.9克,脂肪: 0克,蛋白質: 0克,Rab%20cake
Buffalo burger,"Buffalo Burger, 100 g",卡路里: 180,碳水化合: 6.4克,脂肪: 10克,蛋白質: 16克,Buffalo%20burger
Treacle tart,"Hedgehog?treacle?tart, 100 g",卡路里: 333,碳水化合: 69克,脂肪: 5.7克,蛋白質: 2.9克,Treacle%20tart
Hamburger,"Hamburger, 6 ounce",卡路里: 300,碳水化合: 24克,脂肪: 13克,蛋白質: 21克,Hamburger
Stamppot,1 taza,卡路里: 312,碳水化合: 37.8克,脂肪: 15.7克,蛋白質: 10.3克,Stamppot
Kopytka,59.5 gramme,卡路里: 100,碳水化合: 17.7克,脂肪: 2.4克,蛋白質: 2.7克,Kopytka
Khai yat sai,"Authentic Thai, 1 Plate",卡路里: 200,碳水化合: 7.2克,脂肪: 11.8克,蛋白質: 18.2克,Khai%20yat%20sai
Minchee,"Generic Minchee, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Minchee
Kinema,"Generic Kinema, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Kinema
Sgabeo,"Generico, 1 sgabeo",卡路里: 250,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Sgabeo
Chili dog,"Chili Dog, 1 hot dog",卡路里: 300,碳水化合: 31克,脂肪: 0克,蛋白質: 17克,Chili%20dog
Spaghetti alle vongole,"Leo, 1 Piatto",卡路里: 369,碳水化合: 42.7克,脂肪: 16克,蛋白質: 18克,Spaghetti%20alle%20vongole
Bavarian cream,"Bavarian Cream Cake, 1 slice",卡路里: 318,碳水化合: 17.4克,脂肪: 24.9克,蛋白質: 5.9克,Bavarian%20cream
Bhaji,"Bhaji, 1 plate",卡路里: 85,碳水化合: 3克,脂肪: 4克,蛋白質: 6克,Bhaji
Kachori,19.78 gramm,卡路里: 83,碳水化合: 8.3克,脂肪: 5.3克,蛋白質: 1.5克,Kachori
Chowder,"Pike Place Chowder, 1 cup",卡路里: 290,碳水化合: 17克,脂肪: 22克,蛋白質: 9克,Chowder
Scotch broth,1 bowl (2 cups),卡路里: 409,碳水化合: 30.5克,脂肪: 18克,蛋白質: 29.9克,Scotch%20broth
Pea soup,"Home Made Pea Soup, 1 cup cooked",卡路里: 80,碳水化合: 14克,脂肪: 0克,蛋白質: 5克,Pea%20soup
Kitfo,"kitfo, 6 oz",卡路里: 340,碳水化合: 1克,脂肪: 22克,蛋白質: 33克,Kitfo
Gored gored,"Queen of Sheba, 1 order",卡路里: 350,碳水化合: 0克,脂肪: 20克,蛋白質: 12克,Gored%20gored
B?nh ch?ng,"S0maly, 350 g",卡路里: 709,碳水化合: 76.7克,脂肪: 5.5克,蛋白質: 15克,B?nh%20ch?ng
B?n b? Hu?,"B?n, 1 t?",卡路里: 637,碳水化合: 163.8克,脂肪: 0克,蛋白質: 10.8克,B?n%20b?%20Hu?
B? 7 m?n,"Tri?kinys, 100 gram",卡路里: 185,碳水化合: 20.8克,脂肪: 7.8克,蛋白質: 8克,B?%207%20m?n
C?m t?m,"Mylife, 1 ??a",卡路里: 527,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,C?m%20t?m
Ambrosia,"Apples Ambrosia Bc, 100 gr",卡路里: 52,碳水化合: 16.2克,脂肪: 0.2克,蛋白質: 0克,Ambrosia
R?ntt?nen,"Anitan Kotileipomo, 1 kpl",卡路里: 223,碳水化合: 46.8克,脂肪: 1.7克,蛋白質: 4.4克,R?ntt?nen
Gibassier,1 pi?ce,卡路里: 139,碳水化合: 16.7克,脂肪: 7.2克,蛋白質: 3.4克,Gibassier
Bacalhau ? Z? do Pipo,"Caseiro, 250 g (1 por??o)",卡路里: 303,碳水化合: 24.6克,脂肪: 14克,蛋白質: 21克,Bacalhau%20?%20Z?%20do%20Pipo
Pane di Altamura,"Forte Altamura, 100 g,",卡路里: 255,碳水化合: 55克,脂肪: 1克,蛋白質: 9克,Pane%20di%20Altamura
Paska,"paska, 1 gram",卡路里: 280,碳水化合: 38克,脂肪: 12克,蛋白質: 5克,Paska
Blackberry pie,1 piece,卡路里: 370,碳水化合: 59.6克,脂肪: 13.7克,蛋白質: 4.1克,Blackberry%20pie
Mince pie,"Asda, 1 pie",卡路里: 232,碳水化合: 34.9克,脂肪: 8.9克,蛋白質: 2.2克,Mince%20pie
Corn cookie,"Momofuku, 1 cookie",卡路里: 340,碳水化合: 50克,脂肪: 16克,蛋白質: 4克,Corn%20cookie
Francesinha poveira,"Generic Francesinha Poveira, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Francesinha%20poveira
Picadillo,"Homemade, 1 cup",卡路里: 321,碳水化合: 6.6克,脂肪: 17.4克,蛋白質: 32.2克,Picadillo
Runeberg torte,"Homemade, 1 cake",卡路里: 381,碳水化合: 48.3克,脂肪: 19.9克,蛋白質: 5.3克,Runeberg%20torte
Khakhra,"Khakhra, 1 crisp",卡路里: 119,碳水化合: 52克,脂肪: 7.1克,蛋白質: 146克,Khakhra
Ohn no khao sw?,"Burmese Coconut Noodles, 2 cups",卡路里: 237,碳水化合: 12克,脂肪: 17克,蛋白質: 7克,Ohn%20no%20khao%20sw?
Sultsina,"Fineli, 100 g",卡路里: 131,碳水化合: 25.2克,脂肪: 1.3克,蛋白質: 4.9克,Sultsina
0crv0m,"M&M, 1 pack",卡路里: 250,碳水化合: 29克,脂肪: 13克,蛋白質: 5克,0crv0m
Paella,"Paella maison, 100 g",卡路里: 215,碳水化合: 23.4克,脂肪: 8.7克,蛋白質: 12克,Paella
Espetada,"Lamb Espetada, 1 Espetada",卡路里: 135,碳水化合: 0克,脂肪: 6.6克,蛋白質: 19.7克,Espetada
Pathiri,"oroti, 3 cup",卡路里: 377,碳水化合: 85克,脂肪: 0.9克,蛋白質: 6.5克,Pathiri
Horumonyaki,"Generic Horumonyaki, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Horumonyaki
Khubz,"Al Khubz, 100 g",卡路里: 362,碳水化合: 74克,脂肪: 2克,蛋白質: 13克,Khubz
Ciorb?,"Ciorb? de legume, 3 cups",卡路里: 95,碳水化合: 27克,脂肪: 3克,蛋白質: 16克,Ciorb?
Kimchi-buchimgae,"Buchimgae, 100 g",卡路里: 212,碳水化合: 21.8克,脂肪: 12克,蛋白質: 5.1克,Kimchi-buchimgae
Sesame chicken,"Sesame Breaded Chicken, 1 cup",卡路里: 320,碳水化合: 9.2克,脂肪: 17.7克,蛋白質: 29.7克,Sesame%20chicken
Thukpa,"Generic, 1 cup",卡路里: 200,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Thukpa
Chwinamul,"Chwinamul, 20 gram",卡路里: 42,碳水化合: 9克,脂肪: 0克,蛋白質: 3克,Chwinamul
Kabuni,"Generic Kabuni, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Kabuni
Jhunka,"Indian, 1 Cup",卡路里: 112,碳水化合: 0克,脂肪: 4.8克,蛋白質: 0克,Jhunka
Jolada rotti,"Kudla, 1 rotti (8 inch dia.)",卡路里: 78,碳水化合: 17克,脂肪: 0.5克,蛋白質: 2克,Jolada%20rotti
Spoonbread,"Tonyas Spoonbread, 1 piece",卡路里: 102,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Spoonbread
Kulich,"Cake, 50 g",卡路里: 170,碳水化合: 28克,脂肪: 6克,蛋白質: 3克,Kulich
Phat khing,211.28 gramme,卡路里: 307,碳水化合: 14.8克,脂肪: 16.9克,蛋白質: 24.8克,Phat%20khing
Namasu,"Akiyama, 28.35 g",卡路里: 6,碳水化合: 1克,脂肪: 0克,蛋白質: 0.5克,Namasu
Wonton noodles,"Wonton Noodles, 113 g",卡路里: 320,碳水化合: 56克,脂肪: 2.5克,蛋白質: 19克,Wonton%20noodles
Johnnycake,1 piece,卡路里: 143,碳水化合: 20.7克,脂肪: 5.6克,蛋白質: 2.5克,Johnnycake
Panellets,1 cookie,卡路里: 194,碳水化合: 18.1克,脂肪: 13.6克,蛋白質: 4.7克,Panellets
Manj?,85.99 gramm,卡路里: 221,碳水化合: 52.6克,脂肪: 0.5克,蛋白質: 4.2克,Manj?
Mandi,193.9 gramme,卡路里: 313,碳水化合: 45.8克,脂肪: 7.3克,蛋白質: 16.1克,Mandi
Fortune cookie,"Chinese (Yang's) Fortune Cookie, 1 Cookie (8g)",卡路里: 30,碳水化合: 6.7克,脂肪: 0.2克,蛋白質: 0.3克,Fortune%20cookie
Noppe,"Generic Noppe, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Noppe
Slavink,"Slavink, 1 stuk",卡路里: 292,碳水化合: 4.7克,脂肪: 23.6克,蛋白質: 14克,Slavink
Cockle bread,"Generic, 85 gr",卡路里: 63,碳水化合: 2克,脂肪: 1克,蛋白質: 11克,Cockle%20bread
Caruru,"Caseiro, 110 g",卡路里: 186,碳水化合: 11.6克,脂肪: 10克,蛋白質: 15.9克,Caruru
Ch? l?a,"Ch? l?a Visan, 100 g",卡路里: 177,碳水化合: 3.6克,脂肪: 11.3克,蛋白質: 15.2克,Ch?%20l?a
Pan bagnat,371.8 gramm,卡路里: 635,碳水化合: 63.8克,脂肪: 26.5克,蛋白質: 39.2克,Pan%20bagnat
Sardenara,"Costa?Ligure, 100 g",卡路里: 434,碳水化合: 1克,脂肪: 47.5克,蛋白質: 0.6克,Sardenara
Enchilada,"Enchilada, 1 enchilada",卡路里: 323,碳水化合: 30克,脂肪: 18克,蛋白質: 12克,Enchilada
Sausage sandwich,"Sandwich, 0.5 Sandwich",卡路里: 300,碳水化合: 25克,脂肪: 24克,蛋白質: 14克,Sausage%20sandwich
Pistachio pudding,0.5 cup,卡路里: 143,碳水化合: 24.9克,脂肪: 4.2克,蛋白質: 1.6克,Pistachio%20pudding
Chikki,"chikki, 1 bar",卡路里: 620,碳水化合: 40克,脂肪: 40克,蛋白質: 24克,Chikki
Champorado,"Champorado, 1 prawn",卡路里: 40,碳水化合: 2.1克,脂肪: 2克,蛋白質: 3.6克,Champorado
Coconut cake,"Homemade, 0.05 of cake",卡路里: 234,碳水化合: 30克,脂肪: 9克,蛋白質: 1克,Coconut%20cake
Kaassouffl?,"Kaassouffl? Mini, 1 st",卡路里: 78,碳水化合: 9.1克,脂肪: 3.8克,蛋白質: 1.9克,Kaassouffl?
Carne pizzaiola,"Secondi Carne, 100 gr",卡路里: 109,碳水化合: 4.3克,脂肪: 5.2克,蛋白質: 12.7克,Carne%20pizzaiola
Khauk sw? thoke,"Homemade, 1 cup",卡路里: 500,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Khauk%20sw?%20thoke
Gamja-tang,"Generic, 1 bowl",卡路里: 429,碳水化合: 0克,脂肪: 0克,蛋白質: 30克,Gamja-tang
Kadhi,"Kadhi Pakora, 100 Gram",卡路里: 110,碳水化合: 3克,脂肪: 10克,蛋白質: 1克,Kadhi
Green bean casserole,"Green Bean Casserole, 0.5 cup",卡路里: 120,碳水化合: 13克,脂肪: 6克,蛋白質: 2克,Green%20bean%20casserole
Apple dumpling,"Mcbun's Apple Dumpling, 1 Dumpling",卡路里: 290,碳水化合: 42克,脂肪: 11克,蛋白質: 2克,Apple%20dumpling
Cozonac,"cozonac, 100 gram",卡路里: 355,碳水化合: 1克,脂肪: 11.3克,蛋白質: 8.1克,Cozonac
Pissaladi?re,15.6 gramm,卡路里: 45,碳水化合: 3.5克,脂肪: 3.2克,蛋白質: 0.8克,Pissaladi?re
Phat si-io,2 cups,卡路里: 733,碳水化合: 82.8克,脂肪: 29.6克,蛋白質: 38.1克,Phat%20si-io
Drunken noodles,"Thai, 2 cups",卡路里: 394,碳水化合: 61克,脂肪: 6克,蛋白質: 25克,Drunken%20noodles
Jing Jiang Rou Si,"Xin Jiang, 1 cup",卡路里: 91,碳水化合: 14.6克,脂肪: 2.5克,蛋白質: 2.3克,Jing%20Jiang%20Rou%20Si
Enduri Pitha,"Generic Enduri Pitha, 50 grams",卡路里: 100,碳水化合: 23克,脂肪: 2克,蛋白質: 3.6克,Enduri%20Pitha
Kakara pitha,"Generic Kakara Pitha, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Kakara%20pitha
Tarta de Santiago,"Tarta de Santiago, 100 gramo",卡路里: 431,碳水化合: 49.2克,脂肪: 21.7克,蛋白質: 9.7克,Tarta%20de%20Santiago
0dn9nd,"M&M, 1 pack",卡路里: 250,碳水化合: 29克,脂肪: 13克,蛋白質: 5克,0dn9nd
